gene	resp	score	count	site	signature
SWC3	51	6.9205075	190	UBC	ubiquinone biosynthesis & proteasome:51
COQ9	51	6.8896375	190	UBC	ubiquinone biosynthesis & proteasome:51
VPS71	51	6.7723605	190	UBC	ubiquinone biosynthesis & proteasome:51
RCY1	51	6.6329725	190	UBC	ubiquinone biosynthesis & proteasome:51
BUD3	51	6.520436844	190	UBC	ubiquinone biosynthesis & proteasome:51
YFH7	51	6.285547	190	UBC	ubiquinone biosynthesis & proteasome:51
ARP6	51	6.262322	190	UBC	ubiquinone biosynthesis & proteasome:51
COQ1	51	6.2291863285	190	UBC	ubiquinone biosynthesis & proteasome:51
COQ3	51	6.092434	190	UBC	ubiquinone biosynthesis & proteasome:51
YEN1	51	6.0299745	190	UBC	ubiquinone biosynthesis & proteasome:51
CAT5	51	5.9490315	190	UBC	ubiquinone biosynthesis & proteasome:51
HFD1	51	5.658617	190	UBC	ubiquinone biosynthesis & proteasome:51
SET2	51	5.5866295	190	UBC	ubiquinone biosynthesis & proteasome:51
UBX4	51	5.5505285	190	UBC	ubiquinone biosynthesis & proteasome:51
COQ10	51	5.460919	190	UBC	ubiquinone biosynthesis & proteasome:51
CKB1	51	5.2874795	190	UBC	ubiquinone biosynthesis & proteasome:51
SEC61	51	5.2742935	190	UBC	ubiquinone biosynthesis & proteasome:51
GCS1	51	5.230678	190	UBC	ubiquinone biosynthesis & proteasome:51
RIF1	51	5.141654	190	UBC	ubiquinone biosynthesis & proteasome:51
PRE4	51	5.117531	190	UBC	ubiquinone biosynthesis & proteasome:51
SBH2	51	5.056998	190	UBC	ubiquinone biosynthesis & proteasome:51
SND3	51	5.0507625	190	UBC	ubiquinone biosynthesis & proteasome:51
CKB2	51	4.955039	190	UBC	ubiquinone biosynthesis & proteasome:51
SPF1	51	4.9498495	190	UBC	ubiquinone biosynthesis & proteasome:51
MRX19	51	4.85921	190	UBC	ubiquinone biosynthesis & proteasome:51
COQ5	51	4.787465	190	UBC	ubiquinone biosynthesis & proteasome:51
SWC5	51	4.7568665	190	UBC	ubiquinone biosynthesis & proteasome:51
ICE2	51	4.309654	190	UBC	ubiquinone biosynthesis & proteasome:51
PSF2	51	4.2514995	190	UBC	ubiquinone biosynthesis & proteasome:51
CDC50	51	4.2361977005	190	UBC	ubiquinone biosynthesis & proteasome:51
SWR1	51	4.2340775	190	UBC	ubiquinone biosynthesis & proteasome:51
RIM101	51	4.227607	190	UBC	ubiquinone biosynthesis & proteasome:51
VPS72	51	4.2124575	190	UBC	ubiquinone biosynthesis & proteasome:51
UBC7	51	4.1506745	190	UBC	ubiquinone biosynthesis & proteasome:51
SAS2	51	4.118664	190	UBC	ubiquinone biosynthesis & proteasome:51
LDB7	51	4.1050885	190	UBC	ubiquinone biosynthesis & proteasome:51
PRE6	51	4.062156	190	UBC	ubiquinone biosynthesis & proteasome:51
LGE1	51	4.0454845	190	UBC	ubiquinone biosynthesis & proteasome:51
RSC58	51	3.680225	190	UBC	ubiquinone biosynthesis & proteasome:51
EFM3	51	3.6129565	190	UBC	ubiquinone biosynthesis & proteasome:51
PRE5	51	3.5764435	190	UBC	ubiquinone biosynthesis & proteasome:51
FBP26	51	3.5225815	190	UBC	ubiquinone biosynthesis & proteasome:51
PRE10	51	3.5118005	190	UBC	ubiquinone biosynthesis & proteasome:51
ARP7	51	3.45416025121298	190	UBC	ubiquinone biosynthesis & proteasome:51
PUP3	51	3.424578	190	UBC	ubiquinone biosynthesis & proteasome:51
TRM9	51	3.3980125	190	UBC	ubiquinone biosynthesis & proteasome:51
ERG2	51	3.381281	190	UBC	ubiquinone biosynthesis & proteasome:51
MDJ1	51	3.3670325	190	UBC	ubiquinone biosynthesis & proteasome:51
BRE1	51	3.351942542	190	UBC	ubiquinone biosynthesis & proteasome:51
CDC48	51	3.34029405031384	190	UBC	ubiquinone biosynthesis & proteasome:51
SIN3	51	3.3103815	190	UBC	ubiquinone biosynthesis & proteasome:51
UTR1	51	3.268833	190	UBC	ubiquinone biosynthesis & proteasome:51
YME1	51	3.18052	190	UBC	ubiquinone biosynthesis & proteasome:51
HTZ1	51	3.177484	190	UBC	ubiquinone biosynthesis & proteasome:51
SAS4	51	3.154372	190	UBC	ubiquinone biosynthesis & proteasome:51
SAP30	51	3.108719	190	UBC	ubiquinone biosynthesis & proteasome:51
ISA2	51	3.0552335	190	UBC	ubiquinone biosynthesis & proteasome:51
KGD2	51	3.0360665	190	UBC	ubiquinone biosynthesis & proteasome:51
SCL1	51	3.0042855	190	UBC	ubiquinone biosynthesis & proteasome:51
SEC72	51	2.988791	190	UBC	ubiquinone biosynthesis & proteasome:51
PDR16	51	2.926661	190	UBC	ubiquinone biosynthesis & proteasome:51
DRS2	51	2.90808501	190	UBC	ubiquinone biosynthesis & proteasome:51
IRC25	51	2.882605	190	UBC	ubiquinone biosynthesis & proteasome:51
MCP2	51	2.860341	190	UBC	ubiquinone biosynthesis & proteasome:51
ACS2	51	2.85162703018705	190	UBC	ubiquinone biosynthesis & proteasome:51
PRE1	51	2.8191	190	UBC	ubiquinone biosynthesis & proteasome:51
DOC1	51	2.7853105	190	UBC	ubiquinone biosynthesis & proteasome:51
ARP9	51	2.7656257642969	190	UBC	ubiquinone biosynthesis & proteasome:51
GYP1	51	2.743116	190	UBC	ubiquinone biosynthesis & proteasome:51
HMG1	51	2.732771	190	UBC	ubiquinone biosynthesis & proteasome:51
FAR7	51	2.7254425	190	UBC	ubiquinone biosynthesis & proteasome:51
PEX30	51	2.718353	190	UBC	ubiquinone biosynthesis & proteasome:51
RTF1	51	2.7109345	190	UBC	ubiquinone biosynthesis & proteasome:51
SEC62	51	2.6803525	190	UBC	ubiquinone biosynthesis & proteasome:51
YSP2	51	2.6761085	190	UBC	ubiquinone biosynthesis & proteasome:51
LIP2	51	2.6109535	190	UBC	ubiquinone biosynthesis & proteasome:51
RSC1	51	2.568852	190	UBC	ubiquinone biosynthesis & proteasome:51
YPK1	51	2.5136375	190	UBC	ubiquinone biosynthesis & proteasome:51
TOM7	51	2.512612	190	UBC	ubiquinone biosynthesis & proteasome:51
PRE3	51	2.5043475	190	UBC	ubiquinone biosynthesis & proteasome:51
RSC6	51	2.489484	190	UBC	ubiquinone biosynthesis & proteasome:51
RSC8	51	2.478638	190	UBC	ubiquinone biosynthesis & proteasome:51
OCT1	51	2.442399	190	UBC	ubiquinone biosynthesis & proteasome:51
NAN1	51	2.4389055	190	UBC	ubiquinone biosynthesis & proteasome:51
CDC73	51	2.437644	190	UBC	ubiquinone biosynthesis & proteasome:51
SMI1	51	2.426637	190	UBC	ubiquinone biosynthesis & proteasome:51
UME1	51	2.4245675	190	UBC	ubiquinone biosynthesis & proteasome:51
SPC29	51	2.4130795	190	UBC	ubiquinone biosynthesis & proteasome:51
GTA1	51	2.3687485	190	UBC	ubiquinone biosynthesis & proteasome:51
SNF3	51	2.366425	190	UBC	ubiquinone biosynthesis & proteasome:51
EAF7	51	2.3449205	190	UBC	ubiquinone biosynthesis & proteasome:51
AIF1	51	2.330616	190	UBC	ubiquinone biosynthesis & proteasome:51
BRE2	51	2.3248465	190	UBC	ubiquinone biosynthesis & proteasome:51
FAR10	51	2.321534	190	UBC	ubiquinone biosynthesis & proteasome:51
IES1	51	2.306799	190	UBC	ubiquinone biosynthesis & proteasome:51
URA4	51	2.267311	190	UBC	ubiquinone biosynthesis & proteasome:51
IRA1	51	2.2534035	190	UBC	ubiquinone biosynthesis & proteasome:51
DAP1	51	2.2450275	190	UBC	ubiquinone biosynthesis & proteasome:51
PRP24	51	2.2280795	190	UBC	ubiquinone biosynthesis & proteasome:51
ACO1	51	2.2085305	190	UBC	ubiquinone biosynthesis & proteasome:51
UBX2	51	2.16784	190	UBC	ubiquinone biosynthesis & proteasome:51
SCW10	51	2.161865	190	UBC	ubiquinone biosynthesis & proteasome:51
CCT5	51	2.13965333274106	190	UBC	ubiquinone biosynthesis & proteasome:51
POL32	51	2.1280535	190	UBC	ubiquinone biosynthesis & proteasome:51
EAF3	51	2.116416	190	UBC	ubiquinone biosynthesis & proteasome:51
SEC66	51	2.073175	190	UBC	ubiquinone biosynthesis & proteasome:51
NNF2	51	2.0691205	190	UBC	ubiquinone biosynthesis & proteasome:51
ALF1	51	2.065925	190	UBC	ubiquinone biosynthesis & proteasome:51
ELG1	51	2.05799	190	UBC	ubiquinone biosynthesis & proteasome:51
NHP10	51	2.0508615	190	UBC	ubiquinone biosynthesis & proteasome:51
IOC2	51	2.027353	190	UBC	ubiquinone biosynthesis & proteasome:51
SEY1	51	2.00735	190	UBC	ubiquinone biosynthesis & proteasome:51
CKA2	51	1.994895	190	UBC	ubiquinone biosynthesis & proteasome:51
MCT1	51	1.981978	190	UBC	ubiquinone biosynthesis & proteasome:51
BIL1	51	1.981401	190	UBC	ubiquinone biosynthesis & proteasome:51
ARO7	51	1.9784195	190	UBC	ubiquinone biosynthesis & proteasome:51
UFD2	51	1.9781265	190	UBC	ubiquinone biosynthesis & proteasome:51
YAF9	51	1.973367	190	UBC	ubiquinone biosynthesis & proteasome:51
FRS1	51	1.9601425	190	UBC	ubiquinone biosynthesis & proteasome:51
GIS2	51	1.957262	190	UBC	ubiquinone biosynthesis & proteasome:51
APC2	51	1.95388935976513	190	UBC	ubiquinone biosynthesis & proteasome:51
SET3	51	1.9444825	190	UBC	ubiquinone biosynthesis & proteasome:51
AIM23	51	1.941547	190	UBC	ubiquinone biosynthesis & proteasome:51
MSC7	51	1.938524	190	UBC	ubiquinone biosynthesis & proteasome:51
ELO3	51	1.923927	190	UBC	ubiquinone biosynthesis & proteasome:51
TDA3	51	1.900217	190	UBC	ubiquinone biosynthesis & proteasome:51
ESL2	51	1.897294	190	UBC	ubiquinone biosynthesis & proteasome:51
ILV1	51	1.881115	190	UBC	ubiquinone biosynthesis & proteasome:51
CTR9	51	1.8749635	190	UBC	ubiquinone biosynthesis & proteasome:51
SFH1	51	1.8631365	190	UBC	ubiquinone biosynthesis & proteasome:51
YAP1	51	1.847026	190	UBC	ubiquinone biosynthesis & proteasome:51
RAD53	51	1.8440705	190	UBC	ubiquinone biosynthesis & proteasome:51
OCA2	51	1.8204595	190	UBC	ubiquinone biosynthesis & proteasome:51
DEP1	51	1.8127007175	190	UBC	ubiquinone biosynthesis & proteasome:51
FAR3	51	1.7913385	190	UBC	ubiquinone biosynthesis & proteasome:51
SAS5	51	1.755322	190	UBC	ubiquinone biosynthesis & proteasome:51
ERG3	51	1.752914	190	UBC	ubiquinone biosynthesis & proteasome:51
LST7	51	1.74939	190	UBC	ubiquinone biosynthesis & proteasome:51
SPT14	51	1.741919	190	UBC	ubiquinone biosynthesis & proteasome:51
GAL83	51	1.72939	190	UBC	ubiquinone biosynthesis & proteasome:51
SIF2	51	1.723309	190	UBC	ubiquinone biosynthesis & proteasome:51
FMC1	51	1.722329	190	UBC	ubiquinone biosynthesis & proteasome:51
YAP3	51	1.7185175	190	UBC	ubiquinone biosynthesis & proteasome:51
PRE7	51	1.71243	190	UBC	ubiquinone biosynthesis & proteasome:51
DDL1	51	1.71018	190	UBC	ubiquinone biosynthesis & proteasome:51
KOG1	51	1.703205	190	UBC	ubiquinone biosynthesis & proteasome:51
ERS1	51	1.694367	190	UBC	ubiquinone biosynthesis & proteasome:51
PHO85	51	1.6902555	190	UBC	ubiquinone biosynthesis & proteasome:51
TPM1	51	1.689749	190	UBC	ubiquinone biosynthesis & proteasome:51
SNT1	51	1.683592	190	UBC	ubiquinone biosynthesis & proteasome:51
ATG29	51	1.6637765	190	UBC	ubiquinone biosynthesis & proteasome:51
PET123	51	1.655168	190	UBC	ubiquinone biosynthesis & proteasome:51
MSO1	52	19.91891	52	NIBR	VRG4 inhibitors; sdz 90-215:52
SSO1	52	12.9381	52	NIBR	VRG4 inhibitors; sdz 90-215:52
SNC2	52	9.000963	52	NIBR	VRG4 inhibitors; sdz 90-215:52
SNX4	52	8.451502	52	NIBR	VRG4 inhibitors; sdz 90-215:52
SPO14	52	8.266757	52	NIBR	VRG4 inhibitors; sdz 90-215:52
RCE1	52	6.92951	52	NIBR	VRG4 inhibitors; sdz 90-215:52
PSD2	52	5.642804	52	NIBR	VRG4 inhibitors; sdz 90-215:52
PDR17	52	5.120199	52	NIBR	VRG4 inhibitors; sdz 90-215:52
RUD3	52	4.821944	52	NIBR	VRG4 inhibitors; sdz 90-215:52
MSB4	52	4.76282	52	NIBR	VRG4 inhibitors; sdz 90-215:52
ARL1	52	3.51019388432417	52	NIBR	VRG4 inhibitors; sdz 90-215:52
SEC4	52	3.277393	52	NIBR	VRG4 inhibitors; sdz 90-215:52
VPS30	52	3.245792	52	NIBR	VRG4 inhibitors; sdz 90-215:52
COG8	52	3.21859822169386	52	NIBR	VRG4 inhibitors; sdz 90-215:52
DAL80	52	3.11868953878188	52	NIBR	VRG4 inhibitors; sdz 90-215:52
COG7	52	3.06355878658738	52	NIBR	VRG4 inhibitors; sdz 90-215:52
VPS38	52	3.031519	52	NIBR	VRG4 inhibitors; sdz 90-215:52
MNN2	52	3.007171	52	NIBR	VRG4 inhibitors; sdz 90-215:52
ARL3	52	2.99792203801855	52	NIBR	VRG4 inhibitors; sdz 90-215:52
TPM1	52	2.89326	52	NIBR	VRG4 inhibitors; sdz 90-215:52
COG6	52	2.83298111366131	52	NIBR	VRG4 inhibitors; sdz 90-215:52
SMI1	52	2.819494	52	NIBR	VRG4 inhibitors; sdz 90-215:52
SYS1	52	2.762519	52	NIBR	VRG4 inhibitors; sdz 90-215:52
GET1	52	2.549416	52	NIBR	VRG4 inhibitors; sdz 90-215:52
BCK1	52	2.52475897068315	52	NIBR	VRG4 inhibitors; sdz 90-215:52
MDM34	52	2.505808	52	NIBR	VRG4 inhibitors; sdz 90-215:52
SAC7	52	2.336707	52	NIBR	VRG4 inhibitors; sdz 90-215:52
SLT2	52	2.325523	52	NIBR	VRG4 inhibitors; sdz 90-215:52
IRS4	52	2.311395	52	NIBR	VRG4 inhibitors; sdz 90-215:52
COG5	52	2.29671598485696	52	NIBR	VRG4 inhibitors; sdz 90-215:52
SNC1	52	2.277462	52	NIBR	VRG4 inhibitors; sdz 90-215:52
HOC1	52	2.261238	52	NIBR	VRG4 inhibitors; sdz 90-215:52
MTC1	52	2.247274	52	NIBR	VRG4 inhibitors; sdz 90-215:52
SIF2	52	2.231079	52	NIBR	VRG4 inhibitors; sdz 90-215:52
MAK10	52	2.187305	52	NIBR	VRG4 inhibitors; sdz 90-215:52
GSH1	52	2.060501	52	NIBR	VRG4 inhibitors; sdz 90-215:52
TOM7	52	1.96693	52	NIBR	VRG4 inhibitors; sdz 90-215:52
ARP7	52	1.93294792872879	52	NIBR	VRG4 inhibitors; sdz 90-215:52
CHS6	52	1.93231120401073	52	NIBR	VRG4 inhibitors; sdz 90-215:52
SKN7	52	1.919324	52	NIBR	VRG4 inhibitors; sdz 90-215:52
CAF40	52	1.91737184992853	52	NIBR	VRG4 inhibitors; sdz 90-215:52
YPS7	52	1.879548	52	NIBR	VRG4 inhibitors; sdz 90-215:52
OST3	52	1.8583	52	NIBR	VRG4 inhibitors; sdz 90-215:52
CDC50	52	1.80116883245178	52	NIBR	VRG4 inhibitors; sdz 90-215:52
VPS21	52	1.780082	52	NIBR	VRG4 inhibitors; sdz 90-215:52
FEN2	52	1.73742	52	NIBR	VRG4 inhibitors; sdz 90-215:52
VPS1	52	1.706338	52	NIBR	VRG4 inhibitors; sdz 90-215:52
PEP7	52	1.699421	52	NIBR	VRG4 inhibitors; sdz 90-215:52
CHS3	52	1.67521224926662	52	NIBR	VRG4 inhibitors; sdz 90-215:52
PEP12	52	1.67047	52	NIBR	VRG4 inhibitors; sdz 90-215:52
VPS8	52	1.665121	52	NIBR	VRG4 inhibitors; sdz 90-215:52
RPO31	53	16.202	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RET1	53	8.229541	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RPC53	53	6.155488	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RIT1	53	5.624419	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RAD55	53	3.565066	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RAD54	53	3.557903	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
POP1	53	3.34599	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RPC17	53	2.941258	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RPC25	53	2.90899	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RAD57	53	2.798454	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RAD59	53	2.676884	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RAD50	53	2.647218	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RPA49	53	2.547556	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RAD51	53	2.501454	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RPB8	53	2.2707515	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RPB5	53	2.174308	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RTT101	53	2.154115	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
GCD2	53	2.106639	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RPP1	53	1.975109	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RBA50	53	1.972989	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RSC9	53	1.944034	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
MMS4	53	1.904792	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
BUD27	53	1.772691	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
RPB3	53	1.698589	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
GCD1	53	1.690244	27	NIBR|UBC	RNA pol III & DNA damage; aclarubicin:53
FAS1	54	29.68802	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
INO2	54	14.3066	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
INO4	54	13.11641	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SEM1	54	6.020416	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
FSH2	54	5.3323625	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SKN7	54	5.1965065	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
ROX1	54	4.5582635	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
TRM1	54	4.4439795	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SPT4	54	4.3253385	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SEC24	54	4.297629	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
THS1	54	4.2724705	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SPT23	54	4.1570175	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
NUP188	54	4.1058195	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SAC3	54	4.071279	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SXM1	54	3.8910725	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPT6	54	3.809649	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPT3	54	3.809483	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
GAL11	54	3.7322115	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPT4	54	3.709144	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RRD1	54	3.619374	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPT5	54	3.5766625	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SUS1	54	3.565073	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPN5	54	3.547024	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SCJ1	54	3.5034065	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
UBP3	54	3.483393	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
COG3	54	3.32694149132753	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
BRE5	54	3.26095704344463	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
MFT1	54	3.246013	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
FAS2	54	3.1660445	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
LSM4	54	3.16249	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
GPI19	54	3.16194	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
THP1	54	3.1103005	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
LSM3	54	3.091994	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
GPI14	54	3.0761705	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPN3	54	3.0408895	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
LSM7	54	3.011498	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPT1	54	2.9987705	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
NUP170	54	2.9702845	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
PGD1	54	2.9684975	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPN7	54	2.9275795	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
ULP2	54	2.889754	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
PBP1	54	2.8670405	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
PPQ1	54	2.8662815	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPN6	54	2.823152	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
PRI1	54	2.799618	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
NOP9	54	2.753675	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
LYS9	54	2.7425254	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
NPT1	54	2.7203655	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
MMF1	54	2.6874	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
THP2	54	2.646179	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
CFD1	54	2.62960947198748	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
PFK26	54	2.6132325	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
STO1	54	2.5926915	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
APA2	54	2.52234158127414	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
TOM7	54	2.5065955	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
DUR1,2	54	2.4736455	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SEC13	54	2.451809	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
FYV10	54	2.3972535	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
IRC21	54	2.2848605	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPN12	54	2.2745925	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RRP7	54	2.2516716	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
ELF1	54	2.2267805	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
POC4	54	2.206012	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPC34	54	2.186085	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
YGR054W	54	2.1856875	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPT2	54	2.182122	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
THO2	54	2.163519	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
DBF2	54	2.14775165142124	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SAP155	54	2.1381315	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
PSY4	54	2.136142	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
YAP3	54	2.135007	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
CBR1	54	2.12800446339901	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
FAF1	54	2.117385	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
FEN2	54	2.1023965	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
CYR1	54	2.09747734352839	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
QRI5	54	2.0565905	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
PHM6	54	2.049503	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
GEM1	54	2.0093775	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
VPS24	54	1.973054	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SNP1	54	1.9700615	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
VHS2	54	1.9592685	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
ENV9	54	1.945627	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPS0A	54	1.9373395	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
GET1	54	1.932636	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
YAP1	54	1.926644	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
BEM2	54	1.9255095	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
TIM44	54	1.9117445	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
PRE9	54	1.9104075	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SSC1	54	1.878991	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SPC98	54	1.85325	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
ICE2	54	1.823647	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SNF2	54	1.8170075	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
MLP1	54	1.8110615	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
ADK1	54	1.784975	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
GRE3	54	1.7764125	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
FAA1	54	1.7229715	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
GCD10	54	1.705822	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RGI2	54	1.702334	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPN8	54	1.692379	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
COG1	54	1.689518	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RSC8	54	1.6867845	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
SQT1	54	1.6851145	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
GET2	54	1.672828	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
ATG17	54	1.65477402975239	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RVS161	54	1.6530765	116	NIBR|UBC	FAS1 inhibitors; cerulenin:54
RPL15A	55	25.894855	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
SPP41	55	18.59673	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
THR1	55	12.793845	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
HOM6	55	12.430661	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
TRP3	55	11.4908395	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
RPS21B	55	5.3532855	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
RPL7A	55	4.680826	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
FKS1	55	4.4070705	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
RPL21A	55	4.2518705	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
